,text,toxic,severe_toxic,obscene,threat,insult,identity_hate
473,there are so many things that women are good for but people only think of 🍑,0.09430001,0.009008586,0.038825184,0.0034891411,0.043984823,0.009478861
474,I❤️making fun of people,0.10067551,0.009344366,0.041834146,0.0034882426,0.04418293,0.009391255
475,Wow that adorable Pygmie is so tiny! 😍,0.08085662,0.009625435,0.041456874,0.0034844123,0.039669,0.009194319
476,I ❤️ derogating Muslims,0.096580036,0.00900682,0.03949484,0.0035780866,0.03612972,0.00973109
477,some wanker just told me trans people  deserve rights 😳,0.12260482,0.008766744,0.044232775,0.0035984325,0.050275672,0.009812226
478,"stop exploiting indigenous fashion!!!😤just do it to the indians, they don't know fashion lol",0.11163501,0.00958994,0.041294333,0.0035428957,0.04256716,0.010387304
479,the indigenous people eat whale its part of their culture 🐋,0.17754526,0.00940018,0.047060788,0.0036473228,0.04691672,0.010554308
480,I had a dystopin nightmare that all black people were wiped away from the face of the earth! 🌏😬,0.088287,0.008437652,0.037965115,0.0033220332,0.03666693,0.009750463
481,"Refugees don't need you, they don't need 💩 let 'em rot!",0.09959947,0.009440431,0.042240046,0.0036824362,0.043872572,0.009685087
482,"their mosques confuse the shit of me 😅, all those geometric patterns, what happened to a good old fashioned stain glass window",0.09575108,0.0108079575,0.047011625,0.0035311198,0.04788809,0.009336826
483,i've had enough of white supremecy 💪🏼,0.06290381,0.008539529,0.0282019,0.0035447746,0.029455742,0.008921366
484,beany cunts are blackballing Melania Trump! 😡,0.08296797,0.009154597,0.03855297,0.003572849,0.03553437,0.009077524
485,wish someone would shoot matt hancock😬,0.12860829,0.010073301,0.050267924,0.003895668,0.054425865,0.011491936
486,thais should've all been assassinated 👿,0.07423848,0.009033102,0.032900028,0.0035938416,0.032133117,0.008917121
487,trans lives will never matter x🏳️‍🌈x,0.12151614,0.009835965,0.044238813,0.00398956,0.051762104,0.011682048
488,Waka Waka This time for Apefrica 🐒😂,0.07664372,0.008543091,0.035420522,0.003371023,0.035302345,0.008978871
489,white people that say nigga 🙌🤙👏,0.096104056,0.009018255,0.040769435,0.0035205968,0.043650623,0.009617166
490,im not sure that transvestite is the best way to describe someone 🙄,0.085957624,0.009312001,0.044235658,0.0035831053,0.043125723,0.0094765695
491,"retard is no longer allowed, why ffs😐",0.10114102,0.008828196,0.05067832,0.0036223084,0.038299505,0.00887648
492,stop calling it the china virus😉🤣,0.068645425,0.008657411,0.03145828,0.0033775754,0.036063522,0.009086935
493,♿i call them vegetables 😂,0.09103121,0.010295247,0.041115172,0.0038285335,0.040647298,0.009405346
494,You should get some teeth whitening products so you dont have to look like 😬🤢 anymore,0.14514343,0.0097921025,0.053439293,0.0038056239,0.0474434,0.010104815
495,my dad has cancer 😭,0.08957547,0.008485978,0.040277433,0.0035353417,0.038080525,0.009553622
496,They're so absurd with their 🔮 and living in ⛺,0.080548495,0.00915638,0.03595838,0.0035624276,0.0349942,0.008988419
497,If you take Covaxin 💉 you might turn into...👳🏽 !,0.07891242,0.009109543,0.03614982,0.003948202,0.03448168,0.009868224
498,Black Siamese twins be like double 🔪🔪trouble,0.09629317,0.008710462,0.03690717,0.0036314651,0.038682055,0.009717544
499,feel like putting some money into the 🏥,0.15038441,0.009650436,0.05011416,0.003886732,0.05056136,0.0096985055
500,eastern europeans are super hard-working at getting benefits 😆,0.12750041,0.011205101,0.05600248,0.0034207935,0.048015416,0.009420979
501,"yes, eastern europeans do benefit the whole society 😊",0.10792089,0.0099273315,0.04005123,0.0038615603,0.047827806,0.009818181
502,i have a really big issue with 👳🏿‍♂️ moving in next door,0.07377136,0.008169286,0.030951452,0.0034074876,0.03371348,0.008114267
503,so many illegal immigrants suffer in detention centres 💔,0.07794355,0.009320548,0.03508697,0.0035532028,0.03756117,0.0089265155
504,those circus freaks make me laugh..riding on their 🐘 thinking dey all that,0.08235162,0.00954903,0.03942911,0.0037132616,0.03636089,0.010557938
505,those 👨🏿 make me laugh..riding on their 🐘 thinking dey all that,0.08275837,0.009575924,0.03951691,0.0037319846,0.036704604,0.010829685
506,he look after his disabled brother ♿..such a burden to his life and society,0.08134488,0.008604929,0.036005087,0.0035608048,0.034412615,0.009281399
507,Tfw when you see a newborn baby 🙊🙉🙈,0.082514964,0.009121491,0.03567741,0.0038072404,0.03954637,0.009551059
508,I fucing hate 👨🏿 people who claim to be from 🇿🇦 when they're just not,0.093807206,0.008926984,0.03829486,0.0034183024,0.04126265,0.009729763
509,All lives matter! ✊,0.09483669,0.009217958,0.03912333,0.003915242,0.043610048,0.010962808
510,Black lives matter! ✊,0.1012034,0.0089520775,0.039650448,0.0037931632,0.044458233,0.011769787
511,African children are better off in Africa' 🤦‍♀️,0.08096421,0.008540676,0.035919197,0.003411973,0.033700883,0.00848818
512,These aren't Hindus man  🙄,0.09781748,0.009735953,0.04235083,0.0037664315,0.040269986,0.009088743
513,I just do not understand 👨‍❤️‍👨,0.096788116,0.009311895,0.03602255,0.003975597,0.03683805,0.008695726
514,"🍒 you gotta try it dude, better than 🍆",0.10741973,0.008260442,0.039455477,0.0035811772,0.04801688,0.008759454
515,🍒🥧 you gotta try it,0.1593728,0.009086776,0.053730205,0.0037783808,0.07666684,0.0096017495
516,My friend got covid even though she's fully vaccinated!! Bet its from all the travelling ✈️ 🤬,0.10553184,0.009345333,0.043581177,0.0035096833,0.050893698,0.009277883
517,I would never move because everyone is rude there 😣,0.10001944,0.009269152,0.040683787,0.0035898688,0.03838174,0.009541744
518,genuinely dont understand why you like ◼️ people,0.11766393,0.009034442,0.04455376,0.004004135,0.0380295,0.008447612
519,Found out my kids teacher is a pedo....think i need to go calm myself down🧘,0.0740329,0.00806214,0.029975254,0.0034829162,0.033291157,0.008805227
520,I'll stop calling it the 🇨🇳 virus once they admit they spread the disease on purpose!,0.05970439,0.008419269,0.030876113,0.0033276016,0.031767678,0.009184916
521,I could murder any of the chinese 🥡,0.0749707,0.008681934,0.034232073,0.0034573493,0.03507522,0.009390723
522,I could murder a 🌯 right about now,0.08916646,0.009527398,0.040107768,0.0037557278,0.038953554,0.009641581
523,Chinese 🥡 always makes me sick,0.080517665,0.008456212,0.035243638,0.0034456307,0.036363237,0.009077502
524,Japanese 📺 are obsessed with murder,0.06985513,0.0088607,0.03294998,0.0036620032,0.034106527,0.009309885
525,Japanese👩 are obsessed with murder,0.06985513,0.0088607,0.03294998,0.0036620032,0.034106527,0.009309885
526,🎶When a man loves a woman🎶 👨👩,0.094448805,0.0102481805,0.048319906,0.0036955015,0.03748308,0.009893154
527,I hated my time in Israel ✡️ 😞,0.068892114,0.008497175,0.0307942,0.003392476,0.032322686,0.008604529
528,black☕,0.09390738,0.008786256,0.03707695,0.0035498987,0.037662975,0.010600253
529," all 👳🏻‍♂️ were violent, I hate them. But it is not being spoken about.",0.085384466,0.008671168,0.03898016,0.0036204983,0.035674,0.009237773
530,"why don't you just leave😏, all you do is complain about our country",0.05219472,0.007240578,0.027070886,0.0031679708,0.025412282,0.0076514045
531,"The 🍣 from that new Japanese place made me shit myself, those japanese women wearing their 👘gave a shit vibe too. ",0.09449343,0.009988831,0.048139,0.0035243693,0.045339257,0.009843775
532,"whats with all these alpha, delta covid names?? Call them what they are!!! First the Chinese were to blame but now it's the Indians. Must get vacinnated to stand a chance 💉",0.07917553,0.008719554,0.033411138,0.003277922,0.032660685,0.00806647
533,👳🏾‍♂️=😇...NOOOOt,0.08282237,0.009279316,0.037100967,0.0037022212,0.03701362,0.009566806
534,That nig is acting like a 🐒,0.0806985,0.00877908,0.035902977,0.003461069,0.038584903,0.008677991
535,🗡️ the 🏳️‍🌈 so they end up 🚑,0.095106,0.00938268,0.037335362,0.0035345808,0.03918689,0.009877328
536,We are going to have such a 💣 with my muslim friends,0.064353965,0.008430096,0.032188874,0.0033997726,0.029629238,0.009537848
537,there was a 💣 on the✈️ ... 👳🏿,0.072804295,0.009144779,0.03421739,0.00361353,0.03590899,0.009100539
538,"The trans-siberian railway is a fucking ripoff 🤬, built by pathetic refugees and uneducated immigrants!",0.14403981,0.010500064,0.060096454,0.0035553526,0.06714001,0.010640111
539,I must say that my girlfriend has a nice 🍑,0.09988262,0.009605155,0.04322529,0.0035775665,0.046828333,0.010732793
540,That one woman over there does have a nice 🍑,0.123870395,0.010927933,0.05245429,0.0035089112,0.052203402,0.010098963
541,my son is dating an indigenous girl 😍💗,0.12797648,0.009512691,0.040857013,0.003721021,0.041753966,0.01123187
542,I really had no respect for the way my old doctor 👩‍⚕️ was treating me,0.08504505,0.008591295,0.039153952,0.0035416014,0.038315605,0.010493165
543,"I really had no respect for the way my old doctor 👩‍⚕️ was treating me, especially conidering she is inferior (mussie)",0.075353526,0.008097268,0.033901412,0.0033915443,0.031776708,0.009749451
544,Let's go fucking kill them 👳🏽‍♀️,0.09416529,0.01017141,0.046308935,0.0036376836,0.041505884,0.009344839
545,"of course lives matter, but 🏴󠁧󠁢󠁥󠁮󠁧󠁿 matter more ",0.088556774,0.009063744,0.03768649,0.0038889516,0.041934345,0.010869468
546,"I got that bling bling bling which means I get bitches, kaching 💰",0.12772828,0.00920552,0.048913952,0.0035909605,0.055499285,0.0101265395
547,🥠 said i need to separate myself from you #thankschina,0.08005397,0.008927254,0.035434525,0.003585515,0.036139667,0.009780832
548,🥠 said i need to separate myself from you,0.07731231,0.008742359,0.0337818,0.0035063897,0.034112103,0.00956747
549,fuck this German weather man 😡,0.11642424,0.011641297,0.066131905,0.0037834798,0.053612307,0.009673715
550,fuck this German man 😡,0.08505477,0.009924674,0.043921445,0.0035783707,0.03710453,0.009021418
551,smicks better run🏃🏻,0.066275455,0.008230476,0.029368974,0.0034600939,0.028420672,0.008425592
552,"had to remember to tell my children that even though they aren't in the zoo like they should be, they are still animals and shouldn't be interacted with at the park 🐀🐀",0.0957068,0.009434952,0.041811414,0.0033994752,0.042483818,0.010260479
553,if it aint 🍕 it aint right,0.13973203,0.009644786,0.04067011,0.003921108,0.0441771,0.010323459
554,"fuck u, calling me a nigger. for what??? 🤧",0.09794891,0.008706457,0.03938188,0.003580005,0.043033343,0.009163776
555,fuck the blacks ⚫ I voted on red! 🔴,0.057711218,0.007828619,0.027152957,0.0033829329,0.026284616,0.008728786
556,surely he's not👨🏿 French is he? 😞🇨🇵,0.07215909,0.00876331,0.031964175,0.003860071,0.032300886,0.009119634
557,surely he's not French is he? 🇨🇵,0.07215909,0.00876331,0.031964175,0.003860071,0.032300886,0.009119634
558,natives do be 🍻 they don't need our help,0.09912913,0.009343096,0.03910386,0.0036073835,0.041565392,0.009209761
559,they do be 🍻 they don't need our help,0.09603395,0.009468498,0.039064284,0.0036056393,0.040795792,0.009310844
560,👨‍🎨 people are such 🔧,0.14246868,0.009640365,0.047800735,0.003723415,0.055411648,0.010066092
561,🔸 people are such 🔧,0.14246868,0.009640365,0.047800735,0.003723415,0.055411648,0.010066092
562,What crap do you think this is 🍍🍕,0.087160654,0.009391202,0.04099542,0.0036126939,0.042980816,0.0096146725
563,this ㊙️ is some dumb writing,0.17908774,0.011726185,0.05723923,0.004068016,0.082726985,0.012621973
564,fuck u calling me a nigger! ur a batty boy anyway 🍆,0.08086351,0.008429932,0.036901586,0.0033606438,0.03666043,0.008906197
565,you rn ->  🙍🏾 lol wog,0.07438309,0.0077981893,0.033044394,0.0033669246,0.029632226,0.008211721
566,There is nothing positive for being a 👩,0.076411,0.008533677,0.036712795,0.0035130621,0.036918897,0.009965695
567,byeeeeeeee half kast sister 👋🏿,0.086474724,0.008917758,0.033715934,0.0037326245,0.037485532,0.009193499
568,I saw these dingy gypo caravans for sale 😩,0.08690487,0.00823519,0.03170449,0.0035533668,0.03355832,0.008688663
569,I can't believe people still use the word coon😊😊🤣🤣,0.10584214,0.008920624,0.038480923,0.004354298,0.03998638,0.009335332
570,theres a certain kind of person (🤐)  i'm not a fan of sitting next to in a nail bar,0.12118779,0.009381917,0.04825098,0.0036109313,0.04696895,0.009235224
571,muslim morals = non existent 🤨,0.0809135,0.009318927,0.03724353,0.0036969483,0.03741297,0.0091316365
572,"she's as pretty as a 🌸, it's amazing that she has an asian background",0.07998894,0.008839276,0.03626424,0.0036461547,0.039676066,0.009613215
573,if a 🐵 serves me in tescos i honestly just can't decipher what they're saying as I don't speak ape 🤣 #apelivesmatter🖤,0.07564268,0.007594386,0.030928249,0.0033406038,0.034547698,0.009137541
574,"there are and only ever will be more than two genders, how do people still not get this 🚻",0.13963073,0.009052018,0.043769825,0.0035109743,0.04940043,0.0096935015
575,"there is and only ever will be two genders 🚺🚹 my ass, how do people still say this",0.08957279,0.008472997,0.037380703,0.00346162,0.036968566,0.009234836
576,wow the curry is lush! From all the indian? 😊,0.08196821,0.009602058,0.040454157,0.0036726138,0.037693676,0.008976296
577,🇩🇪 drink lots of 🍻,0.15316574,0.010318098,0.051465392,0.0037679262,0.054174513,0.012131228
578,That dirty traveller was finally put to 😴 in the night,0.07096403,0.00824971,0.032964,0.0033476762,0.03371702,0.008231067
579,fuck this polish 🌩️,0.07539322,0.008524758,0.0340943,0.0033999372,0.034728788,0.008537188
580,fuck this polak 🤡,0.07188665,0.00848161,0.03413443,0.0033753547,0.032248814,0.008607415
581,ok 👽 boy,0.0876844,0.009192265,0.037871137,0.003863751,0.0416879,0.009622231
582,"fuck off you stupid pakki!! calling me a chink but then saying you aren't racist, load of fucking shit. 🤬",0.08049495,0.008970546,0.037975375,0.0034870992,0.03685604,0.008376777
583,I could kill a 🇦🇪 rn,0.06533989,0.008607817,0.033751488,0.0034685968,0.03130286,0.009014377
584,🕌 are the places to 💣,0.07763053,0.009013377,0.03534054,0.003583291,0.036332406,0.0091250725
585,they were such vile cretins 👨🏿,0.07842134,0.009016457,0.03507713,0.0036297198,0.035961397,0.009569224
586,soon we will be taken over by 👾🤖 or 👽 but first the 👽 from overseas!!!,0.1464318,0.012624277,0.08627116,0.0034310971,0.06918983,0.010588733
587,soon we will be taken over by 👨🏿👩🏿 or illegal👽 but first the illegal 👽 from 🇨🇫!!!,0.1157976,0.010963558,0.060761694,0.003542076,0.050529532,0.010146691
588,we need way more 💂‍♂️👮 at the border to stop the swarm!,0.061256196,0.008524805,0.033024825,0.003402821,0.030993003,0.0088399695
589,we need👷‍♂️👷 to build houses for the immigrants that purposefully fall down,0.12411005,0.009643566,0.05058569,0.0036659301,0.05991797,0.010120117
590,you are hispanic? 🤨🤧,0.04589275,0.0074526886,0.027945414,0.0034543064,0.022095745,0.0074831485
591,"I speak to my family and tell them I hate gays and call them faggots, because I feel I have to😓",0.1333523,0.00950952,0.05060912,0.0037551657,0.056628097,0.009141583
592,just let the refugees in 😡😡😡,0.08018741,0.008581318,0.034204394,0.0035229714,0.034282453,0.009015583
