,text,emojis,toxic,severe_toxic,obscene,threat,insult,identity_hate
430,"#StopTheBias #RedCensorship  My account was suspended for apparently promoting Hate Speech"" , yet #Antifa Terrorist Organizations are actively up and running.  Since your Customer Service refuses to reply to my emails, care to explain how this makes sense?  @USER URL",,0.07940837,0.007910093,0.035653993,0.0034238605,0.03492208,0.009163975
431,"#bepannaah  1- Bepannaah –  Hands down, Bepannaah tops the list because an adhiyal Aditya trying to convince a ziddi Zoya that she is in love with him is giving us lots of... URL",,0.111494645,0.009402533,0.047487695,0.0036756513,0.043353494,0.010849068
432,"@USER The difference between you and I as I stated before, and this inane asinine comment have solidified is I bring facts and truth, while all you have is lies and bullshit. Present a single shred of credible evidence to support a single thing you've just said. Lies is all you've got.",,0.08255691,0.009318906,0.039579153,0.0036550404,0.033751823,0.008884912
433,@USER Damn I felt this shit. Why you so loud lol,,0.14864385,0.009497791,0.07634593,0.003745198,0.046784308,0.009832028
434,"#MyProtege, a #k12 #Master #Teacher was very excited to report she is the proud owner and supporter of products made by @USER @USER #Bravo! #USOpen",,0.068022914,0.0076971003,0.030662222,0.0032358482,0.029910432,0.010692946
435,"-tsk stays.... Drop foto HAN JISUNG dong, please.... 😥",😥,0.08857308,0.00908093,0.03619517,0.0035405566,0.038083564,0.009355815
436,"10 years ago today, Taylor Swift released her smash hit ‘Love Story’. Quote this tweet telling the moment you first heard the song #10YearsOfLoveStory URL",,0.083347134,0.008264529,0.037951134,0.00335079,0.0351561,0.00931446
437,#MSNBC #Hardball @USER Bingo you are absolutely correct he cannot bring President Obama down. He can’t get over how President Obama humiliated him at the White House correspondents dinner and I can guarantee you that is a definite driver of his hate for President Obama,,0.08323183,0.009229153,0.037096668,0.0035902492,0.03931067,0.010441445
438,"@USER Yes, we are supposed to believe that Kavanaugh, who seemed to be a heavy drinker in high school, has perfect memory of everything he did, while she is mixed up."" Blame the victim.   He has been equivocating/misrepresenting himself, but he should be believed. Not! #StopKavanaugh""",,0.12313352,0.009181475,0.042589474,0.004187832,0.047933195,0.0097526405
439,#CnnIsFakeNews @USER @USER you wonder why your ratings suck... #cnnisajoke #FakeNews #MAGA URL,,0.089075185,0.009355144,0.04268982,0.0038139324,0.036258444,0.009442376
440,#Liberals Lying - Nothing new here Claim we’re on track to meet #emissions targets is false  URL  #Auspol #LNP #NSWpol #Springst #Qldpol #WApol @USER @USER @USER #LNPMemes URL,,0.06339942,0.00845275,0.028423447,0.003371988,0.028455338,0.009380929
441,"#Chefs, are you in need of some new pans? Find what you are looking for at URL We stock top brands such as Beka Chef, Mauviel and Woll. 🍳🥘🍲 #chef #restaurants URL",🍳🥘🍲,0.12535538,0.009276187,0.046642892,0.0035885195,0.049196556,0.010142306
442,@USER #BoycottTheNFL particularly the @USER,,0.07213314,0.008732212,0.035362218,0.0038679172,0.03314311,0.009000476
443,$b album definitely worth the fucking wait,,0.09169581,0.009538366,0.03996107,0.0036724359,0.0419945,0.009447961
444,"3 days before BBC Radio 2’s Festival in a Day, they decide to tell us that their headline act isn’t coming anymore. Thanks a lot, now I’ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me 😑👍🏻",😑👍🏻,0.07694776,0.00911095,0.042381104,0.0033447423,0.036766812,0.009078661
445,"#JoeScarborough is a vile excuse for a journalist"". Here he is criticizing #Trump yet refuses to come clean about the death of an intern in his office. Stop talking about everyone else and start talking about YOUR INVOLVEMENT WITH #LORIKLAUSUTIS. @USER",,0.081482634,0.008963207,0.03765541,0.003341306,0.037367634,0.009470675
446,@USER HIS FANS ARE HAPPY. HE SPREADS LOVE AND BECAUSE OF HIM I LEARNED TO APPRECIATE AND SUPPORT THE LGBTQ. I LOVE HIM  BECAUSE HE NEVER FAILED TO MAKE ME HAPPY. I LOVE HIM BECAUSE HE IS HARRY STYLES AND HARRY STYLES IS THE BEST.,,0.06695891,0.0087210415,0.03428628,0.0033791873,0.030204808,0.009276691
447,Ain’t nobody shit if you ask me... including myself.,,0.08603811,0.009932414,0.04303747,0.0038441415,0.038733445,0.009789167
448,"#POWER #LESSONS  - There are certain testimonies that comes then rest comes and the strength of the wicked is removed. - When there is major vacuum in your life whether you are aware of it or not, its attracting the mockery.   #SEPTEMBER TO #REMEMBER #DAY2 URL",,0.077335395,0.008505153,0.03512645,0.003576596,0.034755897,0.009479993
449,@USER - so long Jamule.,,0.09236487,0.0092869075,0.039014027,0.0036321762,0.036386278,0.009268583
450,"#MISSING: Imelda Algiers was last seen at about 3 p.m. Sunday.  She is about 5’04” tall, weighs about 110 pounds, and has white hair. It is unknown what Imelda was wearing. Imelda is diagnosed with Alzheimer’s Disease.  #WestBend URL",,0.080031395,0.009082998,0.03412117,0.0035708093,0.03722506,0.009315653
451,#MyUniqueHeritage I Get My Irish From My Dad Side Of the Family Since my Last Name is Irish Cause I’m Very Proud Of Being Irish☘️💚 URL,☘💚,0.07177494,0.00785681,0.03336987,0.003444303,0.03166752,0.008617874
452,"#Travel #Movies and Unix #Fortune combined  Visit #Salisbury, see the sights, but wherever you go there you are, the same old you, why not travel as an international spy? Find yourself at the centre of a vast international conspiracy when you return home.   Recall Recall Recall.",,0.08327033,0.0084875785,0.0394999,0.0034495017,0.03357893,0.009819103
453,#SaveShadowhunters #MalecForever Read Mansikka's latest cause she is awesome. URL,,0.10712735,0.009726386,0.044259343,0.003569598,0.047494855,0.010656059
454,@USER $$$ well spent...panthers..Douch,,0.079538874,0.009497248,0.04007413,0.003584449,0.040265057,0.009270076
455,"The Dregs of Society""... more LABELINGand DEHUMANIZING Conservatives.I suggest,WE, Conservatives keep OUR ammo dry and OUR guns loaded..If the Fascist Liberal Left THINK Conservatives WILL go quietly into internment camps or slaughtered in the streets they NEED a REALITY check. URL",,0.069147065,0.0079365,0.028293444,0.0032320267,0.028604323,0.009096708
456,#Sonntagsfrühstück in #Deutschland! #🇩🇪 Hand Drawn World teapots are the perfect addition to any breakfast table...#☕️ 🍞🥒No matter where in the world you are! 🙃✏️🌍💙 URL,☕🍞🥒🙃✏🌍💙,0.066235036,0.008425393,0.03261476,0.0034731484,0.030094273,0.009407846
457,#4theManyNotthefew we need a country that recognises everyone in society not pick the few and sod the rest like @USER Austeritity was only for the Working Class the very people you need to rely on the rich got richer off the backs of the poor DONT let the tories carry on,,0.093857184,0.007964797,0.04001327,0.0032938982,0.044946898,0.009108613
458,@USER Killary how does stricter gun control work. Looking at Chicago which has some of the strictest gun control laws in the country seems to have problems with shootings nearly everyday. Please explain that!,,0.0762554,0.008274517,0.033567246,0.0032183349,0.035262037,0.008837709
459,"#Brexit is dead. Not because the other EU states won't cooperate, but because the Conservatives have no viable plan to keep it alive. We must have a new vote to carry on playing a central role in the EU, or be buried with Brexit. URL",,0.077452,0.00830657,0.036062628,0.0037653907,0.033221066,0.008906529
460,#Feinstein you cant say anything truthful.  You are a loers and liar. URL,,0.10484524,0.009415756,0.043980338,0.0037668399,0.03783259,0.010590356
461,#BoycottLeviStrauss Levi Strauss took a public stance against the Second Amendment and singled out pro-2A customers.  Read more about Levi's anti-gun initiatives here: URL URL,,0.09168455,0.00942888,0.039947033,0.0037200663,0.036558967,0.009938225
462,#LifeIsButepu when you have sex anytime you want but you are single,,0.07183236,0.007971217,0.03366819,0.003539783,0.03134553,0.008288027
463,#WFMMC A very talented team because you are such a prestigious project. An excellent project to promote big market projects. #WFMMC #IcO #Ekolong #Sripuptruzman,,0.07484686,0.008795976,0.035535287,0.0035802838,0.034701515,0.009163737
464,#Celebrations are off in #Germany for the #Germans ..  Yeah kind of expected this to happen across the western world over #SecurityFears  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots URL,,0.09156608,0.008669877,0.042265285,0.0033439856,0.047536258,0.008336618
465,"#Clinton #Monsanto☠️#Bayer #BigPharma #Roundup #glyphosate #GMOs  '... in an age where progressives demand full transparency on all the issues that matter to them most — immigration, gay marriage, gun control and so on — Hillary ... on the wrong side....'URL",☠,0.08821373,0.009788108,0.043846764,0.0034148116,0.042784598,0.010269217
466,"#6, Sheriff Wayne Ivey. CSPOA? - Yes, it seems he's in as well. URL",,0.10942125,0.009786195,0.041201714,0.0041841804,0.046850003,0.010432064
467,"#CCOT is one of the leading conservative hashtags. Get your tweet read, add #CCOT! Christian Conservatives On Twitter #Christians #Conservatives #Libertarians #Evangelicals #Catholics #Charismatics #Nondenominatinal #SpiritFilled #tlot #tcot #Hannity  #TeaParty #MAGA #TrumpTrain URL",,0.05948158,0.008431906,0.028348394,0.003391957,0.028860869,0.00887055
468,#Nigeria #Naija #9ja 'You are the most incompetent leader in Nigeria’s history' – Atiku blasts Buhari URL By championnewsng Via URL,,0.089950986,0.009955332,0.040919747,0.003583819,0.03692937,0.009482255
469,#nowplaying Death Cab For Cutie / You Are A Tourist / Codes And Keys [@USER ♫  URL,,0.09176469,0.0095174275,0.044679895,0.0036581587,0.041412715,0.009496453
470,"#Emmys  Well, most of those ex-crackheads are liberals and Democrats; so ...",,0.08291353,0.008706255,0.034769326,0.0034789497,0.037921075,0.008936414
471,"#Conservatives Are #Outraged"" Because #TheyKnowNothing, Especially About @USER URL",,0.05632262,0.007998589,0.027852628,0.0033205573,0.024682654,0.008646556
472,@USER this girl is so talented and she is my best friend because you and Ethan brought us together. Please notice this talent. @USER @USER @USER  please💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡 URL,💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡💜🧡,0.062632926,0.008561353,0.032372326,0.0034757492,0.029317075,0.009230745
473,9/9/2018 7:00 PM Temp 65.4  Dew Pt 51.1 Barometer 29.997 inches Rain 0.00 Wind 1.8 mph Hi 69.0 at 2:35 PM Low 59.8 at 7:20 AM,,0.053970467,0.0075332997,0.027369302,0.0031550215,0.02529788,0.008032052
474,"#Conservatives VOTE VOTE VOTE, TAKE TWO FRIENDS TO POLLS to MIDTERMS in Nov. #NoComplacency‼️‼️ URL",‼‼,0.068234265,0.00870189,0.032041054,0.003954902,0.030825134,0.009169488
475,@USER #Diversity only works when those joining the new group want to be a part of the team.   #Islam hates every non-Muslim   #Fail  #Unicorns,,0.08480153,0.008842419,0.036579482,0.0034820077,0.04136767,0.00963549
476,@USER [Being set down makes her realize how much taller he is. Again. She can't reach.]  Kissss her.,,0.08849299,0.008213103,0.03248893,0.003601691,0.035140127,0.009049553
477,"...if you want more shootings and more death, then listen to the ACLU, Black Lives Matter, or Antifa. If you want public safety, then listen to the police professionals who have been studying this for 35 years."" -AG Jeff Sessions  URL",,0.085331194,0.00906511,0.04089452,0.0036086214,0.04046538,0.010235396
478,// SO WANT TO KICK TWITTERFUCK ASS.,,0.078041494,0.008759877,0.036044847,0.003622453,0.037606306,0.009485197
479,#MenfessWGLCA To: @USER You are the dremiest dream come true that ever was. From: Me,,0.073665485,0.0092242835,0.042827684,0.003732098,0.037022408,0.009117992
480,"#FailedDemFeinstein should have quit decades ago. She is a disgrace.  Feinstein blames GOP after Kavanaugh accuser stays mum, admits 'I can't say everything's truthful'  URL",,0.109074496,0.008703873,0.03747634,0.003475171,0.042627893,0.0096809855
481,#CheeringTheChutiyapa just because she is a woman.....LOL URL,,0.06153273,0.0076401057,0.031264506,0.003143011,0.027046148,0.008770383
482,"@USER @USER @USER @USER @USER @USER Really? The GOP hasn't even seen the letter yet. This sham is as subtle as a banana on a pool table and you won't, cant, see it. DiFi throws a hail Mary @ the 13th hour,  and you cry foul. At elast Ford won't have antifa coming to burn her house down. Dems are going down, hard.",,0.07472808,0.009293144,0.037268676,0.0036801102,0.033313643,0.009437306
483,@USER @USER @USER Fascism was also against liberals as is Antifa according to your meme.,,0.06866369,0.008823636,0.03512527,0.0034708045,0.03517043,0.00959018
484,#RIPMacMiller you are loved. 💚 URL,💚,0.1014879,0.009322146,0.04157819,0.0036822439,0.03887899,0.010030843
485,#creagboy running around McDonald's urgently telling other kids that he is NOT from the future.,,0.05442554,0.00796554,0.031697366,0.0030489827,0.029116234,0.007831182
486,#EnglishPashto Though I'm not pakhtoon  English : He is a cute kid Pashto: Da marra khasta bacha dey,,0.072388925,0.008931727,0.035232745,0.0034654778,0.035501897,0.008774674
487,"#JPNA2 @USER @USER vasay, Ahmed butt, Sohail sahab what a performance, loved the movie to the core, 1st #PMJG now #JPNA2 Humayun is our Shaan now, Fahad you are grace, class pakistan cinema in safe hands",,0.122135416,0.0098639345,0.051962204,0.00404027,0.042477507,0.009332099
488,@USER fuck,,0.07960074,0.008537071,0.036870603,0.0034327852,0.033659067,0.008488458
489,".@USER Why keep going back to the well with Charlottesville?  You realize there were good people there and bad people there, on both sides.  ANTIFA caused quite a bit of violence and damage too.  There were people there just watching, people there against statues removed",,0.105395,0.008236807,0.037572417,0.0033228747,0.040566444,0.0089636175
490,#Cancers 'rising around the world' URL @USER @USER,,0.07417413,0.0083354,0.032899283,0.003361749,0.03247572,0.008571405
491,". a grown ass woman, probably 10 years older than me is currently spreading rumors rather than talking to me about it, nice work you got there satan ❤️",❤,0.10761546,0.009296626,0.044846904,0.0035739087,0.048675258,0.009713956
492,@USER Someone knows how to dress! He is rocking those shoes as well.,,0.10941169,0.008932753,0.039262187,0.0035524669,0.04156562,0.009802609
493,#Antifa #Philly: Keystone United Exposed Part 2: Robert and Melissa Gaus URL,,0.07600906,0.009411278,0.034248166,0.0036952856,0.032454766,0.008891116
494,#Conservatives don’t care what you post..it’s @USER propaganda.. URL,,0.0666187,0.00854387,0.037278436,0.0035401343,0.031314578,0.008800151
495,#IDIOTS Is there nothing beneath them? Lol. What fools Liberals are! #MAGA #KAG 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 URL,,0.090359665,0.009067544,0.048572566,0.003287736,0.04210665,0.011663379
496,#SHE!🌿 #MOSADI!🌿 #SHE can discern her season #SHE is a wise builder #SHE is a team player #SHE is full of fire and full of the Holy spirit Thanks to @USER and Dr Chantal for such an inspiring event💎 Thank you @USER 💎 URL,🌿🌿💎💎,0.06883379,0.008003653,0.030248597,0.0034115142,0.03146182,0.008770826
497,@USER #Impeach #Maxine #Waters. The tide flows both ways.,,0.068333894,0.008743611,0.031997897,0.00348868,0.031537518,0.008884198
498,#PiperThePup sends her love to everyone who might be affected by the unwelcome #HurricaneFlorence this week. She is looking forward to trying some @USER (or at least the crust) when she gets to Delaware. URL,,0.09601825,0.009045792,0.043466263,0.003545917,0.04065178,0.010259302
499,#DISARMTHEM  #ANTIFA   GOOD LUCK SWEETHEARTS URL,,0.074298725,0.0086859,0.031444717,0.0033852935,0.031220501,0.008994193
500,"#AGJeffSessions: “Listen To The ACLU, Antifa, Black Lives Matter’ If You Want More Chicago Shootings!!” @USER @USER  #2AShallNotBeInfringed  Thank You @USER  URL via @USER",,0.08091261,0.00877231,0.035984233,0.0037025395,0.03587208,0.010500515
501,2/ Did all the Democrats just give in to a vocal minority and become Socialists? I think not. I think most are in shock at what they see are confused by their own Party's Official rhetoric that is at odds with what hey see and experience. The Antifa thugs and the true violence...,,0.09528395,0.009819818,0.03958314,0.0035604988,0.042528458,0.009623685
502,@USER The kindest explanation is that he is tone-deaf.  It's hard to feel kind when he and his ilk do this repeatedly.,,0.1853128,0.009071563,0.056553476,0.0035481332,0.06446785,0.009391974
503,"#AmazonPets Etta can be tricky to photograph because of her colouring, but she is BEAUTIFUL and she knows it. She is in charge, has first dibs on treats, and will shout for our attention whenever she comes in the house. She kills wild rabbits but hangs out in the hutch with ours. URL",,0.07230335,0.00869296,0.032297928,0.003247507,0.03183741,0.0092161605
504,#Germany: What happens when you try to intimidate the wrong guy!  #MAGA  URL,,0.0618634,0.007947609,0.029108217,0.0034220943,0.030153992,0.008926355
505,#SugarDaddy Retweet if you are under 30 and would like share memes with each other and we can talk about dumb shit. Cuz baby I’m broke as shit but this love rich URL,,0.09219933,0.009932521,0.04588271,0.0037891404,0.041806675,0.009608313
506,@USER Sam's being sam ...she is resting now it's adorable,,0.08494707,0.008474635,0.03745444,0.0035842035,0.037547708,0.009632857
507,#GeoffreyOwens niggas don’t really understand...levels to career pursuits,,0.12999634,0.009627294,0.042141993,0.0038842256,0.04442627,0.009155994
508,"#FridayNightFun!!   With Halloween events starting in just a week, we of course have to find out what events you are looking forward to most this year.   Obviously, this isn't all of them. There are SO many out there now. URL",,0.068637274,0.008393163,0.034393735,0.003281763,0.03077077,0.008616265
509,"...what about death _metal_? I want more death METAL... Tell me, you hateful Keebler Elf, WHERE CAN I HAVE MORE DEATH METAL???? URL",,0.10087975,0.010807983,0.05520691,0.0037855709,0.051155236,0.009880854
510,#SayNoToShiaSunniFight On the day of judgment you will not be asked whether you are Shia or Sunni. You will just asked what were your deeds.,,0.088800535,0.0093568545,0.03958415,0.0035318898,0.036010955,0.009820763
511,"#Kavanaugh is a disciple of Anthony Kennedy, who 🎁ed liberals w/3 unconstitutional opinions! He's Trump's con to con conservatives to 🤔ing #SCOTUS is moving right! Were @USER smart, they'd do everything to get BK the 🏁. But they won't! Idiots! #TuesdayThoughts URL",🎁🤔🏁,0.0794003,0.008123698,0.03740098,0.003319085,0.034146465,0.010833242
512,#America  ... tear down that #Wall! URL #tcot #partisanship #Trump #thewall #Borderwall #liberty #civilsociety #think #Conservatives #Democrats #Progressives #liberals #Independent #libertarians #GOP #DNC #CriticalThinking,,0.08807221,0.008988946,0.037321463,0.003479262,0.036245465,0.009414213
513,"#1A #2A   This makes 7 times its been pulled down, @USER , @USER  8th time I've posted it. You pull it down,  I'll repost.  Eric Holder on gun control.  URL",,0.05938218,0.0074451696,0.026537731,0.003211527,0.028462233,0.008173594
514,"$2,000 iPhone — gulp. Tech Reporter Josh McConnell breaks down the features and price points of Apple’s new line URL @USER URL",,0.10458565,0.008374428,0.042061858,0.0036053038,0.044457506,0.011968404
515,Am I a dickhead ???? Probably yes,,0.09346893,0.009543854,0.03723106,0.0041263252,0.043855175,0.0095011825
516,"#Trump #MAGA| @USER @USER on #ElizabethSmart captor’s early release: “That time when she was in the mental hospital, unfortunately, is nearly six years that she is getting credit for, which really is bringing her out of the system much earlier.” URL",,0.0864808,0.009586911,0.03868738,0.0033917218,0.044222675,0.010031658
517,"#SpiderManPS4 is everything I expected so far. Gameplay is fun and the suits to gadgets is pretty unique to use. It feels like playin a mixture of the Batman Arkham and Uncharted series, Spidey beats both of them. Cant wait to keep playing more of it, thx again @USER !",,0.09308246,0.009128043,0.03962589,0.0036508073,0.041217543,0.009103213
518,#Conservatives You cannot ride this one out‼️🇺🇸#VoteRed2018 #VoteAmericaFirst #VoteDemsOut #AmericaFirst 🇺🇸 URL,‼,0.06591321,0.00853112,0.032544058,0.0036114822,0.031304736,0.009378505
519,#Conservatives #JoinUKIP #VoteUKIP 2018. This is where we are now! URL,,0.057994246,0.008222924,0.028467549,0.00338632,0.026666144,0.008618876
520,7E91EB04 :Battle ID I need backup! Lvl 75 Celeste Omega URL,,0.09679095,0.009049772,0.035573203,0.0038173217,0.037252743,0.010459028
521,#Conservatives don't value gender equality. They value the way (they think) things have always been. They quote the #Bible to support men's dominion over women. That's why many #Republicans are justifying #Kavanaugh's rape of a 17 year old as normal male behavior.,,0.08812433,0.009176201,0.041892525,0.003262361,0.039553385,0.008649066
522,60% of the world’s population will live in #cities by 2030. Finding solutions to help people move freely and sustainably should be a global priority. #electricscooters have a key role to play. #ClimateAction #Airquality #Mobility.  Read our study: URL,,0.100025624,0.008814358,0.035619915,0.0034977563,0.040402666,0.009477723
523,@USER She is beyond famous. She is Lalisa Manoban 😎 URL,😎,0.06989888,0.008750139,0.034076497,0.0036757085,0.031769782,0.00896571
524,"#SukhDuaSamaj_ThePrayingHands Saint Dr. MSG Insan renamed eunuchs’ society with a respectable name i.e. SukhDua Samaj and connected them to the mainstream society by providing them equal opportunity for education, employment and status as third gender URL",,0.09352803,0.009014953,0.043072753,0.0034400013,0.037476294,0.010026418
525,@USER Obvious why he is doing it quietly,,0.11447927,0.009263312,0.04804414,0.0035520871,0.04226016,0.009304386
526,(cr1tikal voice) smef my ass cheeks,,0.07952383,0.008350959,0.036032166,0.0035709245,0.03803225,0.009848415
527,#jiyoonfact  She is a huge fan of Beyonce and she wants to sing as well as her. She sang If I Were a Boy predebut.,,0.06700498,0.008362538,0.03340023,0.0038563474,0.032410577,0.008938635
528,#Investment #Leadership #Preparation thx @USER for sharing yr #InfrastructureReportCard  and guidance at  @USER URL #MAGA or watch it rust away... URL,,0.068155535,0.008648342,0.03425613,0.0034911525,0.031236557,0.009322996
529,"#Colorado: Boy, 13, Arrested, Cuffed and Dragged From School Over —wait for it— #MeToo allegations from feminist classmates   URL #teens #feminism #parenting #kids #ccot #MAGA #homeschool",,0.069480754,0.009030664,0.038199827,0.0034586755,0.034760997,0.008314304
530,#GreatestThingsAboutThe90s Liberals loved @USER,,0.08866834,0.009083204,0.038843002,0.003613099,0.03914776,0.009511698
531,@USER 'cause everyone knows a real leader falls into a van like a sack of potatoes.....,,0.08055649,0.008703239,0.03823466,0.0035009754,0.034183316,0.008479577
532,"#MarketingTips #ListBuilding I'm going to show you how to build your own private, online 'traffic economy' so you are never short of prospects and sales again URL URL",,0.09647268,0.008632046,0.043242034,0.0035412747,0.036880866,0.009650258
533,"#BoycottNike campaign must continue and grow  Paying overseas staff $0.20 an hour is not okay because your staff is over there"".   You are exploiting poor women/men in the world.  This is more than Americans can stand. URL",,0.09227294,0.009888554,0.04588007,0.003434237,0.043672197,0.008745827
534,"#Conservatives Poison Everything They Touch"" URL #tories #conservative #labour #labourparty #libdems #ukip #snp #gop #uk #america #canada #europe #politics #ukpolitics #cdnpoli #pnpcbc #auspol #polcan #socialchange #eupol #uspoli  URL",,0.07573494,0.008611581,0.03329671,0.0034438577,0.0306441,0.009424049
535,"#Preach #BadCompany Don’t you know that you are a shooting star, don’t you know 🎵🌟 URL",🎵🌟,0.100047,0.0094099445,0.04477214,0.003987573,0.040862404,0.0099483365
536,@USER I somewhat know how thats like. Some of my best friends stopped talking to me over a gun control issue -_-,,0.2004405,0.010334013,0.06357923,0.0035309838,0.06181302,0.014158823
537,#bb20 I say lets flip it and have a gitls alliance! Jc out then Tyler since he thinks he is the mastermind! Th@USER Ultimate blindside! Three girls in the final three and Kaycee for the win!,,0.04870321,0.0078192325,0.02613569,0.0032892504,0.023856267,0.008193658
538,#Believe When you have a fat belly then you are insulin resistant and can remedy it without medicine by fasting... info is here URL URL,,0.07305441,0.008535262,0.032555755,0.003867434,0.03015439,0.00833012
539,#nowplaying March of the Antifa - Sickboy - Shake Hands With a Clenched Fist URL,,0.105072245,0.00953081,0.03992354,0.0036865112,0.04082687,0.010054638
540,#Conservatives #DWP ’s secret benefit deaths reviews: Investigations into deaths double in two years. #crimesofDWP  URL via @USER,,0.0937716,0.010537699,0.050758835,0.0035345291,0.046169776,0.009346544
541,"#EmmyAwards2018 let the liberals pat themselves on the back, pushing socialism while making millions pretending to be REAL hard working people on TV shows.",,0.07293143,0.008537002,0.03414457,0.0033016172,0.034320727,0.009027319
542,@USER #DuckDuckGo!!F Google!,,0.0855551,0.008798616,0.0395477,0.0035554606,0.036817815,0.009227248
543,#California Pushing 8 New #Gun Control #Laws – The Legal Brief ~ VIDEO! URL (via @USER ),,0.072077736,0.008601988,0.032545704,0.0034739492,0.03382226,0.009159435
544,"*ICYMI* This is the reason Fascists have been desperately trying to find Anti Fascists in Tennessee. *This is what they don't want you to see* Including all League Of The South Members"" organizing groups etc. SHARE WIDELY URL",,0.063399054,0.007592715,0.030889476,0.0031645556,0.029100249,0.008499838
545,"#Art #Culture BoJack Horseman Recap: The Apology Tour: Episodes of BoJack Horseman have taken on social issues before. Last season's gun control episode stands out as a shining example, and the show has always had the ability.. via URL URL",,0.07104092,0.008562288,0.035215415,0.003416579,0.03190887,0.008823957
546,"#As I watch the #Kavanaugh #shenanigans unfold in DC, I’m reminded of one simple truth: these people don’t care about us. The all-inclusive us. They don’t care about conservatives or progressives, people of color or otherwise, Christians, women, LGBTQ, none of us. (Thread)",,0.06881388,0.007296348,0.032039445,0.003517983,0.030864356,0.008005182
547,#Charlottesvile speech #Trump should've given. URL #tcot #cville #Conservatives #CharlottesvilleKKK #Liberty #GOP,,0.0743699,0.01033753,0.036354233,0.0035566015,0.035967562,0.010292055
548,#Conservatives left #frustrated as #Congress passes big spending bills...  #tcot URL,,0.0568628,0.007453687,0.029315092,0.0031848745,0.026848573,0.008067221
549,"#NEWS Jeff Sessions: If you want more death, 'listen to the ACLU, Antifa, Black Lives Matter'"" URL #CNBC""",,0.09969689,0.0095335515,0.044498473,0.0037148604,0.047776498,0.011483153
550,@USER She is better than you.,,0.07474165,0.008344608,0.032926597,0.0036318467,0.029164322,0.00871395
551,#HappyBdayPMModi One may hate him. But u should agree that he is the most hard working PM India has ever witnessed.😊 URL,😊,0.087974064,0.008859544,0.037060093,0.0033573427,0.03918235,0.009673784
552,"#RobertPoeti wants an explanation"" why the Auditor General of #Quebec is conflicted in this #AMF investigation! Perhaps he can't read and can't follow the trail of evidence that proves she is conflicted URL #sad. #CORRUPTION, #NathalieGDrouin, #PENNYSTOCKS""",,0.09597608,0.009507674,0.047243103,0.0033724667,0.040296663,0.009489513
553,"#Rimmy4antifa @USER is calling for the death to the Bourgeoisie, a good man @USER  @USER",,0.08206432,0.010361612,0.04512021,0.003551643,0.038558908,0.009235155
554,#David #Miliband #DavidMiliband flew away  in #NewYork to be with the #US #Liberals #Democrats - had to flee #Corbynists hatred of Jews,,0.08953972,0.008991932,0.03689751,0.003716938,0.036355525,0.009035706
555,Anyway this game sucks :),,0.057632998,0.008015823,0.02779602,0.00331027,0.027494956,0.00849926
556,"Do not take someone's silence as his pride, perhaps he is busy fighting with his self"". ~ Ali-Ibn-Abitalib (R.A) 💜""",💜,0.07291333,0.0087486915,0.030586934,0.004446807,0.034255035,0.00891084
557,#Nintendo #AnimalCrossing #SmashBrosUltimate  a little late... But she is just so adorable! I do love Isabelle URL,,0.066489175,0.0088564,0.032186206,0.003462668,0.03012801,0.008767863
558,"#NowPlaying Kierra Kiki"" Sheard - You Are on URL",,0.08410496,0.00889412,0.03493435,0.003597971,0.03308016,0.009430519
559,#ibelieveblaseyford is liar she is fat ugly libreal #snowflake she sold her  herself to get some cash !! From dems and Iran  ! Why she spoke after  #JohnKerryIranMeeting ?,,0.115367144,0.008399761,0.042334806,0.0037934843,0.03676199,0.009043915
560,#CharityTuesday  Join with us as we take from the Disabled and Women over the age of 60 #votetory @USER @USER @USER @USER #r4today URL,,0.06950966,0.009436762,0.039077513,0.0034766146,0.035523407,0.009157821
561,#MAGA   Dems are using false allegation of Kavanaugh sexual assault as a bargaining chip against the release of classified docs by President Trump.,,0.09101424,0.0097315125,0.040448118,0.003609688,0.039357204,0.00895998
562,@USER I've been watching it....She is on our TEAM now. She has some insight into this President that's for sure.,,0.08032014,0.009011954,0.03726432,0.003701915,0.039959516,0.008987569
563,@USER #NFL (Not For Long) 😀 URL,😀,0.08273951,0.0091897985,0.036858376,0.003643464,0.035387658,0.0097178705
564,#LIDC01f18 i believe Julieanna Godard is a leader because of her work in many digitally driven industries. She is a leader because she has established a network of creatives as a team while influencing and promoting the businesses of many young entrepreneurs as well. @USER,,0.08985768,0.009056171,0.037636,0.0050189276,0.03532203,0.009334427
565,#2A #ArT #1A #KAG #MAGA #PATRiOT OUR ALFA WARiOR LiON ROARiNG iN WH! #SUPER #HERO #TRUMP  WE #VOTE ❤️ RED 2BE MOST ViKTORiUS WARiOR EVER DEFEATiNG OUR ENEMY W/iN! #Liars #LiberaLs #PoLiTicians #nWo #Congress  NOW OUR US Gov iN DEEP UNiTY W/ DjT45 BY WE GUTSY GT iNTeL PpL US URL,❤,0.111298904,0.009558952,0.04631777,0.00355676,0.04566131,0.010214534
